  Measurement Number     Measurement type
 6.666e-11 2.8113e-12 -5.0632e-11 -2.9668e-12
6.6629e-11 2.7961e-12 -5.0498e-11 -3.0766e-12
6.6736e-11 2.8573e-12 -5.0602e-11 -3.011e-12
6.6558e-11  2.755e-12 -5.0441e-11 -3.0678e-12
6.6787e-11 2.8281e-12 -5.0646e-11 -3.0597e-12
6.6717e-11 2.9775e-12 -5.0612e-11 -3.0817e-12
 6.658e-11 2.9068e-12 -5.0583e-11 -3.0961e-12
6.6737e-11 2.8703e-12 -5.0753e-11 -3.1122e-12
6.6525e-11 2.9223e-12 -5.0501e-11 -3.024e-12
6.6656e-11 2.8164e-12 -5.0776e-11 -3.0632e-12
6.6677e-11 2.8817e-12 -5.0653e-11 -3.0111e-12
6.6617e-11 2.8659e-12 -5.0641e-11 -3.0988e-12
6.6839e-11 2.9789e-12 -5.0634e-11 -2.972e-12
6.6802e-11 2.8526e-12 -5.0549e-11 -3.2211e-12
6.6566e-11 2.9598e-12 -5.0581e-11 -3.0818e-12
6.6741e-11 2.8037e-12 -5.0684e-11 -3.0066e-12
6.6651e-11 2.8732e-12 -5.0546e-11 -3.163e-12
6.6624e-11 2.8394e-12 -5.0692e-11 -3.1275e-12
6.6651e-11 2.8349e-12 -5.0551e-11 -3.0629e-12
6.6683e-11 2.9694e-12 -5.071e-11 -2.9986e-12
6.6664e-11 2.7552e-12 -5.0663e-11 -2.9956e-12
6.6603e-11  2.795e-12 -5.065e-11 -3.0114e-12
6.6481e-11 2.7944e-12 -5.0562e-11 -3.0265e-12
6.6677e-11 2.8206e-12 -5.0614e-11 -2.9441e-12
6.6692e-11 2.9214e-12 -5.0625e-11 -3.1507e-12
6.6711e-11 2.9322e-12 -5.0733e-11 -3.0107e-12
6.6643e-11 2.8638e-12 -5.0708e-11 -3.0954e-12
6.6669e-11 2.9038e-12 -5.0562e-11 -3.019e-12
6.6421e-11 2.7628e-12 -5.0589e-11 -3.1468e-12
6.6623e-11 2.6541e-12 -5.0712e-11 -2.9461e-12
6.6567e-11 2.8805e-12 -5.0735e-11 -3.133e-12
6.6732e-11 2.8791e-12 -5.0764e-11 -3.0172e-12
6.6582e-11 2.7833e-12 -5.0561e-11 -2.8174e-12
6.6527e-11 2.9911e-12 -5.0843e-11 -3.1486e-12
 6.664e-11 2.8123e-12 -5.0673e-11 -3.1045e-12
6.6625e-11 2.7304e-12 -5.0649e-11 -2.9525e-12
6.6454e-11 2.8119e-12 -5.0537e-11 -3.1284e-12
6.6689e-11 2.9103e-12 -5.0644e-11 -3.0555e-12
6.6553e-11  2.932e-12 -5.0678e-11 -3.0226e-12
6.6582e-11 2.9358e-12 -5.0718e-11 -2.9798e-12
6.6564e-11 2.8211e-12 -5.0748e-11 -2.9328e-12
6.6506e-11 2.7457e-12 -5.0576e-11 -3.0865e-12
6.6688e-11 2.7614e-12 -5.0727e-11 -2.9781e-12
  6.66e-11 2.8045e-12 -5.081e-11 -2.9004e-12
6.6646e-11 2.8782e-12 -5.0809e-11 -3.0467e-12
6.6442e-11 2.8322e-12 -5.0676e-11 -3.0147e-12
6.6567e-11 2.6996e-12 -5.0684e-11 -3.1316e-12
6.6562e-11 2.7132e-12 -5.0603e-11 -3.1832e-12
6.6714e-11 2.7926e-12 -5.0641e-11 -2.9708e-12
6.6555e-11 2.8275e-12 -5.0637e-11 -3.0016e-12
6.6636e-11 2.7624e-12 -5.0663e-11 -3.1339e-12
6.6601e-11 2.7383e-12 -5.0592e-11 -2.8443e-12
 6.666e-11 2.9856e-12 -5.0732e-11 -3.1054e-12
6.6617e-11 2.7923e-12 -5.0576e-11 -2.968e-12
6.6579e-11 2.8023e-12 -5.0582e-11 -3.0746e-12
 6.659e-11 2.8062e-12 -5.0698e-11 -3.1331e-12
6.6597e-11 2.9239e-12 -5.0636e-11 -2.9866e-12
6.6538e-11 2.8167e-12 -5.0533e-11 -3.063e-12
6.6542e-11 2.8849e-12 -5.0574e-11 -2.9946e-12
6.6593e-11  2.736e-12 -5.0684e-11 -3.1558e-12
 6.657e-11 2.8827e-12 -5.0663e-11 -3.049e-12
6.6491e-11 2.8565e-12 -5.0674e-11 -2.913e-12
6.6584e-11 2.8868e-12 -5.0851e-11 -3.2042e-12
6.6535e-11 2.9065e-12 -5.0644e-11 -3.086e-12
6.6441e-11  2.778e-12 -5.0633e-11 -2.922e-12
6.6658e-11 2.8117e-12 -5.0572e-11 -3.1324e-12
6.6501e-11 2.9299e-12 -5.0605e-11 -2.9789e-12
6.6489e-11 2.8469e-12 -5.0643e-11 -3.056e-12
 6.661e-11 2.8275e-12 -5.0691e-11 -3.0179e-12
6.6573e-11 2.7937e-12 -5.0696e-11 -3.0769e-12
6.6627e-11   2.92e-12 -5.0518e-11 -3.0894e-12
6.6559e-11 2.6812e-12 -5.0646e-11 -2.9951e-12
6.6582e-11 2.7395e-12 -5.0602e-11 -3.1091e-12
6.6633e-11 2.8321e-12 -5.0578e-11 -3.0582e-12
6.6565e-11 2.7301e-12 -5.0783e-11 -3.0918e-12
6.6717e-11 2.8235e-12 -5.0637e-11 -3.0042e-12
6.6492e-11  2.914e-12 -5.0746e-11 -2.8787e-12
6.6615e-11 2.7925e-12 -5.0794e-11 -3.0448e-12
6.6474e-11 2.9149e-12 -5.0655e-11 -3.0259e-12
6.6519e-11 2.9938e-12 -5.0582e-11 -3.0681e-12
6.6446e-11 2.7875e-12 -5.0751e-11 -3.2217e-12
6.6593e-11 2.8492e-12 -5.0659e-11 -3.241e-12
6.6697e-11  2.804e-12 -5.0795e-11 -3.0534e-12
6.6446e-11 2.8813e-12 -5.0723e-11 -3.0746e-12
6.6497e-11 2.7387e-12 -5.0723e-11 -3.028e-12
6.6828e-11 2.9323e-12 -5.0714e-11 -3.0711e-12
 6.651e-11 2.8302e-12 -5.0588e-11 -3.0819e-12
6.6455e-11 2.9041e-12 -5.0648e-11 -3.0667e-12
6.6526e-11  2.837e-12 -5.084e-11 -3.2629e-12
6.6613e-11 2.9478e-12 -5.0686e-11 -3.0223e-12
6.6447e-11 2.8443e-12 -5.0754e-11 -3.0894e-12
6.6571e-11 2.8852e-12 -5.063e-11 -3.0649e-12
6.6587e-11   2.76e-12 -5.0568e-11 -3.1882e-12
6.6495e-11 2.8173e-12 -5.0693e-11 -2.971e-12
6.6533e-11 2.7617e-12 -5.0666e-11 -3.0075e-12
6.6538e-11 2.7877e-12 -5.0689e-11 -3.1441e-12
6.6498e-11 2.9783e-12 -5.0798e-11 -3.0804e-12
6.6539e-11  2.864e-12 -5.0688e-11 -3.173e-12
6.6631e-11 2.8873e-12 -5.0752e-11 -3.095e-12
 6.658e-11 2.9172e-12 -5.0796e-11 -3.0849e-12
6.6815e-11 2.9991e-12 -5.0838e-11 -3.1533e-12
6.6619e-11 2.7974e-12 -5.0822e-11 -3.2556e-12
6.6659e-11 3.0367e-12 -5.0873e-11 -3.2545e-12
 6.664e-11 2.9186e-12 -5.0636e-11 -3.0525e-12
6.6495e-11 2.9049e-12 -5.066e-11 -3.0699e-12
6.6625e-11 2.7566e-12 -5.0795e-11 -2.9782e-12
6.6563e-11 2.8065e-12 -5.0641e-11 -2.8815e-12
6.6531e-11   2.81e-12 -5.0849e-11 -3.0084e-12
6.6479e-11  3.071e-12 -5.0769e-11 -3.2441e-12
 6.649e-11 2.8613e-12 -5.0653e-11 -3.0602e-12
6.6582e-11 2.8777e-12 -5.0755e-11 -2.985e-12
6.6595e-11 2.7696e-12 -5.0848e-11 -3.1614e-12
6.6513e-11 2.6385e-12 -5.0741e-11 -3.1026e-12
6.6466e-11 2.8845e-12 -5.0758e-11 -3.0564e-12
6.6574e-11 2.8996e-12 -5.0767e-11 -3.0159e-12
6.6582e-11 2.8572e-12 -5.0649e-11 -3.0817e-12
6.6445e-11 2.8352e-12 -5.0682e-11 -3.0068e-12
6.6607e-11 2.8864e-12 -5.0655e-11 -3.0014e-12
6.6594e-11 2.7871e-12 -5.0664e-11 -3.0823e-12
6.6626e-11 2.7835e-12 -5.0591e-11 -3.0523e-12
6.6661e-11 2.8634e-12 -5.0676e-11 -3.0822e-12
6.6522e-11 2.8813e-12 -5.0799e-11 -2.9491e-12
6.6589e-11 2.8339e-12 -5.0662e-11 -3.0305e-12
6.6617e-11 2.8283e-12 -5.0685e-11 -3.0703e-12
6.6499e-11 2.8499e-12 -5.0783e-11 -3.0517e-12
6.6627e-11  2.648e-12 -5.0681e-11 -3.101e-12
6.6418e-11 2.7743e-12 -5.0743e-11 -3.0764e-12
6.6517e-11 2.8259e-12 -5.0773e-11 -3.1194e-12
6.6598e-11 2.7355e-12 -5.0757e-11 -3.0996e-12
6.6483e-11 2.7749e-12 -5.083e-11 -2.962e-12
6.6626e-11 2.7545e-12 -5.0732e-11 -3.0393e-12
 6.656e-11 2.8861e-12 -5.0692e-11 -3.197e-12
6.6566e-11 2.8391e-12 -5.0811e-11 -3.0833e-12
6.6679e-11 2.7572e-12 -5.081e-11 -3.0051e-12
6.6662e-11 2.7691e-12 -5.074e-11 -3.1083e-12
6.6495e-11 2.8323e-12 -5.075e-11 -3.1993e-12
 6.638e-11 2.7933e-12 -5.0815e-11 -2.9977e-12
6.6603e-11  2.818e-12 -5.0793e-11 -3.1259e-12
6.6544e-11 2.9478e-12 -5.0622e-11 -3.084e-12
 6.662e-11  2.856e-12 -5.0538e-11 -3.0477e-12
6.6632e-11 2.7693e-12 -5.0861e-11 -3.0112e-12
6.6544e-11 2.7524e-12 -5.095e-11 -3.1786e-12
6.6438e-11 2.9561e-12 -5.0691e-11 -3.0946e-12
6.6616e-11 2.9934e-12 -5.0896e-11 -3.1938e-12
6.6558e-11 2.8573e-12 -5.0692e-11 -3.0475e-12
6.6625e-11 2.8685e-12 -5.0749e-11 -3.0822e-12
6.6488e-11 2.8947e-12 -5.0642e-11 -3.1727e-12
 6.651e-11 2.8717e-12 -5.0781e-11 -3.0486e-12
6.6475e-11 2.9074e-12 -5.0657e-11 -3.1142e-12
 6.653e-11 2.8093e-12 -5.0626e-11 -3.051e-12
6.6788e-11 2.7614e-12 -5.0853e-11 -3.0605e-12
6.6509e-11 2.9324e-12 -5.0784e-11 -2.9047e-12
6.6502e-11 3.0092e-12 -5.0739e-11 -3.1252e-12
6.6617e-11 2.9094e-12 -5.0791e-11 -3.0404e-12
6.6738e-11 2.9803e-12 -5.0701e-11 -3.053e-12
6.6614e-11 2.9669e-12 -5.0785e-11 -3.2545e-12
6.6724e-11 2.9021e-12 -5.0644e-11 -3.0804e-12
6.6625e-11 3.0277e-12 -5.0852e-11 -3.0571e-12
6.6481e-11 2.8404e-12 -5.0819e-11 -3.0124e-12
6.6541e-11 3.1126e-12 -5.086e-11 -2.9438e-12
6.6566e-11 3.0071e-12 -5.077e-11 -3.1115e-12
6.6605e-11  3.179e-12 -5.0727e-11 -3.0342e-12
6.6562e-11 2.9725e-12 -5.0678e-11 -3.0625e-12
6.6555e-11 2.9993e-12 -5.0791e-11 -3.0401e-12
6.6565e-11 2.8573e-12 -5.0826e-11 -2.9374e-12
6.6512e-11 2.6281e-12 -5.0732e-11 -3.0678e-12
6.6573e-11 2.7604e-12 -5.0866e-11 -3.0815e-12
 6.645e-11  2.881e-12 -5.073e-11 -2.8674e-12
6.6531e-11 2.8167e-12 -5.0868e-11 -3.0073e-12
6.6539e-11 2.8661e-12 -5.0711e-11 -3.011e-12
6.6495e-11 2.7984e-12 -5.0775e-11 -2.9983e-12
6.6534e-11 2.7861e-12 -5.0834e-11 -3.0103e-12
6.6674e-11 2.9134e-12 -5.0715e-11 -3.0047e-12
6.6613e-11 2.8442e-12 -5.0793e-11 -3.0323e-12
6.6499e-11 2.8501e-12 -5.0834e-11 -3.0268e-12
6.6428e-11 2.8796e-12 -5.0769e-11 -2.9594e-12
6.6602e-11 2.8953e-12 -5.0691e-11 -3.092e-12
 6.647e-11 2.7557e-12 -5.0754e-11 -3.0098e-12
6.6633e-11 2.8107e-12 -5.0589e-11 -3.039e-12
6.6565e-11 2.8802e-12 -5.0808e-11 -3.1852e-12
6.6468e-11 2.7148e-12 -5.0681e-11 -3.0121e-12
6.6565e-11 2.7909e-12 -5.0814e-11 -3.0103e-12
6.6377e-11  2.724e-12 -5.0764e-11 -2.9203e-12
6.6459e-11 2.7559e-12 -5.0845e-11 -3.1297e-12
6.6543e-11  2.721e-12 -5.0478e-11 -3.0628e-12
6.6424e-11 2.7372e-12 -5.0708e-11 -3.0613e-12
6.6506e-11 2.7593e-12 -5.0692e-11 -2.9773e-12
6.6311e-11 2.7733e-12 -5.0641e-11 -2.9703e-12
6.6635e-11  2.852e-12 -5.0753e-11 -2.9462e-12
6.6465e-11 2.8271e-12 -5.0847e-11 -2.913e-12
6.6475e-11 2.7043e-12 -5.065e-11 -3.0295e-12
6.6548e-11 2.6771e-12 -5.0688e-11 -2.9943e-12
6.6517e-11 2.8974e-12 -5.0677e-11 -3.0198e-12
6.6515e-11 2.7357e-12 -5.0733e-11 -2.9219e-12
6.6551e-11 2.8239e-12 -5.0675e-11 -3.0676e-12
 6.657e-11 2.8373e-12 -5.0699e-11 -3.0386e-12
6.6614e-11 2.7207e-12  -5.08e-11 -2.8917e-12
 6.659e-11 2.7399e-12 -5.0712e-11 -3.0385e-12
6.6536e-11  2.703e-12 -5.0743e-11 -3.0174e-12
 6.657e-11 2.8481e-12 -5.0587e-11 -3.0996e-12
6.6507e-11 2.7302e-12 -5.0722e-11 -2.8504e-12
6.6368e-11 2.8766e-12 -5.0776e-11 -3.1333e-12
6.6355e-11 2.8935e-12 -5.0644e-11 -3.005e-12
6.6532e-11 2.7481e-12 -5.0771e-11 -3.0215e-12
6.6539e-11 2.9047e-12 -5.084e-11 -3.0915e-12
6.6488e-11 2.6817e-12 -5.074e-11 -3.0044e-12
6.6648e-11 2.8788e-12 -5.0808e-11 -3.1087e-12
6.6483e-11 2.8193e-12 -5.0819e-11 -3.0872e-12
6.6461e-11 2.6901e-12 -5.0727e-11 -2.9322e-12
6.6445e-11 2.8641e-12 -5.0772e-11 -3.1017e-12
6.6399e-11 2.8135e-12 -5.0853e-11 -3.0093e-12
6.6494e-11 2.8893e-12 -5.0747e-11 -3.1008e-12
6.6505e-11 2.8214e-12 -5.0728e-11 -3.0269e-12
6.6459e-11 2.7558e-12 -5.0619e-11 -3.0339e-12
6.6565e-11 2.6727e-12 -5.0669e-11 -3.0345e-12
6.6317e-11 2.7794e-12 -5.0693e-11 -2.9763e-12
6.6591e-11 2.7742e-12 -5.0792e-11 -3.0253e-12
6.6488e-11 2.8097e-12 -5.074e-11 -3.0049e-12
6.6482e-11 2.7188e-12 -5.0771e-11 -2.9652e-12
6.6566e-11 2.9258e-12 -5.0779e-11 -3.0213e-12
6.6395e-11 2.7636e-12 -5.0721e-11 -3.1539e-12
6.6452e-11 2.9091e-12 -5.0829e-11 -2.9996e-12
6.6485e-11 2.7981e-12 -5.0693e-11 -2.9743e-12
 6.654e-11 2.7786e-12 -5.0867e-11 -2.9765e-12
6.6538e-11 2.7715e-12 -5.0771e-11 -3.0358e-12
6.6369e-11 2.7956e-12 -5.076e-11 -3.2001e-12
6.6525e-11  3.032e-12 -5.0799e-11 -3.0647e-12
6.6515e-11 2.8122e-12 -5.0631e-11 -3.0997e-12
6.6488e-11 2.8791e-12 -5.0876e-11 -3.1017e-12
 6.626e-11 2.8895e-12 -5.0841e-11 -3.0177e-12
6.6479e-11 2.8766e-12 -5.0743e-11 -3.0911e-12
6.6481e-11  2.816e-12 -5.0784e-11 -3.0808e-12
6.6411e-11 2.7128e-12 -5.0737e-11 -3.1438e-12
6.6366e-11 2.8022e-12 -5.0664e-11 -3.0183e-12
6.6372e-11  2.815e-12 -5.0788e-11 -3.0812e-12
6.6296e-11 2.9071e-12 -5.0659e-11 -3.0138e-12
 6.653e-11 2.8131e-12 -5.0781e-11 -2.9581e-12
6.6525e-11 2.7944e-12 -5.081e-11 -3.0289e-12
6.6499e-11 2.8911e-12 -5.0748e-11 -3.0454e-12
6.6468e-11 2.8826e-12 -5.0678e-11 -3.131e-12
6.6444e-11 2.9755e-12 -5.0905e-11 -2.9304e-12
6.6369e-11 2.6651e-12 -5.0705e-11 -3.1437e-12
6.6482e-11 2.8417e-12 -5.0634e-11 -2.9774e-12
6.6518e-11 2.8862e-12 -5.0712e-11 -3.1416e-12
6.6582e-11 2.7446e-12 -5.0784e-11 -3.0346e-12
6.6482e-11  2.837e-12 -5.0781e-11 -2.934e-12
6.6478e-11 2.7935e-12 -5.0923e-11 -2.9941e-12
6.6505e-11 2.7924e-12 -5.0742e-11 -3.092e-12
6.6522e-11 2.8921e-12 -5.0736e-11 -3.0619e-12
6.6405e-11 2.8506e-12 -5.0772e-11 -3.0221e-12
6.6465e-11 2.7656e-12 -5.0671e-11 -3.0149e-12
6.6429e-11 2.9579e-12 -5.0758e-11 -3.0339e-12
6.6442e-11 2.8115e-12 -5.0702e-11 -3.1594e-12
6.6417e-11 2.7065e-12 -5.0744e-11 -2.944e-12
6.6515e-11  2.939e-12 -5.0891e-11 -3.1103e-12
6.6431e-11 2.7957e-12 -5.0662e-11 -3.118e-12
6.6548e-11 2.7072e-12 -5.069e-11 -3.0424e-12
6.6471e-11 2.7729e-12 -5.0787e-11 -3.2166e-12
6.6473e-11 2.7629e-12  -5.06e-11 -3.0935e-12
6.6485e-11 2.8248e-12 -5.0696e-11 -3.0423e-12
6.6336e-11 2.7932e-12 -5.0686e-11 -2.9519e-12
6.6571e-11 2.6209e-12 -5.0775e-11 -3.0157e-12
6.6306e-11 2.6897e-12 -5.0721e-11 -3.0216e-12
6.6441e-11 2.8104e-12 -5.058e-11 -3.0792e-12
6.6484e-11 2.9186e-12 -5.0692e-11 -3.0688e-12
6.6313e-11 2.7656e-12 -5.0706e-11 -2.9873e-12
6.6435e-11 2.7236e-12 -5.0782e-11 -3.1485e-12
 6.665e-11 2.9237e-12 -5.0648e-11 -3.1284e-12
6.6438e-11 2.7793e-12 -5.082e-11 -2.8987e-12
6.6512e-11 2.8833e-12 -5.0826e-11 -2.957e-12
6.6453e-11 2.9276e-12 -5.0744e-11 -3.0203e-12
6.6524e-11 2.7025e-12 -5.0758e-11 -3.1212e-12
6.6427e-11 2.8803e-12 -5.0657e-11 -3.0178e-12
6.6597e-11 2.6729e-12 -5.0668e-11 -3.0311e-12
 6.664e-11 2.7965e-12 -5.0674e-11 -3.1162e-12
6.6423e-11 2.7793e-12 -5.0835e-11 -2.8972e-12
6.6455e-11 2.8933e-12 -5.0733e-11 -3.0856e-12
6.6596e-11 2.8135e-12 -5.0864e-11 -3.1247e-12
6.6573e-11 2.7579e-12 -5.0809e-11 -3.1218e-12
6.6373e-11 2.7735e-12 -5.0785e-11 -3.0267e-12
6.6417e-11 2.7344e-12 -5.0629e-11 -3.0725e-12
6.6522e-11  2.774e-12 -5.0804e-11 -3.0017e-12
 6.652e-11 2.7176e-12 -5.0816e-11 -3.0363e-12
6.6328e-11 2.8481e-12 -5.084e-11 -2.9335e-12
6.6481e-11 2.8133e-12 -5.0819e-11 -3.1036e-12
6.6364e-11 2.9505e-12 -5.0905e-11 -3.0259e-12
6.6441e-11 2.7585e-12 -5.0777e-11 -3.1145e-12
6.6422e-11 2.7694e-12 -5.0818e-11 -3.0757e-12
6.6502e-11 2.7694e-12 -5.0681e-11 -3.0543e-12
6.6424e-11 2.8533e-12 -5.0694e-11 -3.0802e-12
6.6454e-11 2.7535e-12 -5.0843e-11 -3.072e-12
6.6467e-11 2.7321e-12 -5.0755e-11 -2.9229e-12
6.6333e-11 2.7682e-12 -5.0734e-11 -2.8835e-12
6.6443e-11 2.8322e-12 -5.0881e-11 -2.9942e-12
6.6457e-11 2.7919e-12 -5.0773e-11 -2.9547e-12
6.6411e-11 2.7824e-12 -5.0804e-11 -3.0093e-12
6.6492e-11 2.8154e-12 -5.0693e-11 -3.193e-12
 6.662e-11 2.7248e-12 -5.067e-11 -2.9945e-12
6.6274e-11 2.8621e-12 -5.0744e-11 -3.1739e-12
6.6485e-11 2.6765e-12 -5.0781e-11 -3.0922e-12
6.6358e-11 2.7924e-12 -5.0797e-11 -2.8545e-12
6.6389e-11 2.7187e-12 -5.0794e-11 -3.0233e-12
6.6326e-11 2.6386e-12 -5.0746e-11 -2.9791e-12
6.6364e-11 2.8431e-12 -5.0835e-11 -3.1919e-12
 6.645e-11 2.8672e-12 -5.0765e-11 -3.0377e-12
6.6506e-11 2.8565e-12 -5.0721e-11 -3.1215e-12
6.6533e-11 2.7137e-12 -5.0894e-11 -3.0447e-12
6.6467e-11 2.8514e-12 -5.0805e-11 -3.1279e-12
6.6355e-11 2.8186e-12 -5.0812e-11 -3.0666e-12
 6.655e-11  2.901e-12 -5.0718e-11 -3.0229e-12
6.6434e-11 2.7175e-12 -5.0741e-11 -3.0562e-12
6.6358e-11 2.7169e-12 -5.0691e-11 -2.9995e-12
 6.634e-11 2.9379e-12 -5.0663e-11 -3.0722e-12
6.6399e-11 2.7451e-12  -5.08e-11 -2.9645e-12
6.6475e-11 2.7584e-12 -5.0717e-11 -3.1442e-12
6.6437e-11 2.6889e-12 -5.0644e-11 -3.1654e-12
6.6345e-11   2.71e-12 -5.0774e-11 -3.0408e-12
6.6577e-11 2.7882e-12 -5.0711e-11 -2.9567e-12
6.6765e-11 3.3327e-12 -5.0945e-11  -3.05e-12
6.6749e-11 3.0194e-12 -5.0846e-11 -3.2469e-12
6.6488e-11 2.8987e-12 -5.0812e-11  -3.05e-12
6.6549e-11 2.7842e-12 -5.0792e-11 -3.0967e-12
6.6374e-11 2.8198e-12 -5.0707e-11 -3.0013e-12
6.6383e-11 2.7325e-12 -5.0805e-11 -3.0347e-12
6.6354e-11 2.6898e-12 -5.0676e-11 -3.098e-12
6.6481e-11 2.8056e-12 -5.0825e-11 -3.1342e-12
6.6544e-11 2.7201e-12 -5.0782e-11 -3.0555e-12
6.6386e-11 2.9536e-12 -5.0685e-11 -3.0314e-12
6.6475e-11 2.7621e-12 -5.0769e-11 -3.1239e-12
6.6478e-11 2.7896e-12 -5.0809e-11 -3.0857e-12
 6.643e-11 2.9088e-12 -5.0758e-11 -3.1256e-12
6.6518e-11 2.9021e-12 -5.0865e-11 -3.0579e-12
6.6646e-11 3.0782e-12 -5.0797e-11 -3.1284e-12
6.6555e-11 2.9418e-12 -5.0876e-11 -3.0149e-12
6.6615e-11 2.7772e-12 -5.0812e-11 -2.9372e-12
6.6471e-11  2.787e-12 -5.0722e-11 -3.0023e-12
6.6483e-11 2.7906e-12 -5.0641e-11 -3.096e-12
6.6506e-11 2.7492e-12 -5.082e-11 -3.1195e-12
6.6384e-11 2.9249e-12 -5.0722e-11 -3.1181e-12
6.6537e-11 2.8629e-12 -5.0844e-11 -2.9641e-12
6.6528e-11  2.721e-12 -5.0755e-11 -3.165e-12
6.6452e-11  2.716e-12 -5.0637e-11 -3.0488e-12
6.6445e-11 2.8756e-12 -5.0692e-11 -3.1697e-12
6.6362e-11 2.8178e-12 -5.0741e-11 -2.9873e-12
6.6422e-11   2.77e-12 -5.0925e-11 -3.0706e-12
6.6334e-11  2.803e-12 -5.1016e-11 -3.0863e-12
6.6448e-11 2.6913e-12 -5.0716e-11 -2.9816e-12
6.6446e-11 2.8601e-12 -5.0693e-11 -3.0137e-12
6.6372e-11 2.7811e-12 -5.0809e-11 -3.0709e-12
6.6311e-11 2.7749e-12 -5.0725e-11 -3.0423e-12
6.6298e-11 2.8639e-12 -5.0723e-11 -2.8258e-12
6.6328e-11 2.7889e-12 -5.0892e-11 -3.0722e-12
6.6529e-11 2.8635e-12 -5.0775e-11 -2.9477e-12
6.6322e-11 2.8301e-12 -5.0739e-11 -3.0678e-12
6.6392e-11 2.8887e-12 -5.0871e-11 -2.9661e-12
6.6502e-11 2.7104e-12 -5.082e-11 -3.0043e-12
6.6443e-11 2.7066e-12 -5.0828e-11 -2.9189e-12
6.6505e-11 2.7863e-12 -5.0822e-11 -3.234e-12
