  Measurement Number     Measurement type
                  19           CVSweepNew

      Measurement ID             SeriesID
       739688.764247                    0

         MeasureMode                Start                 Stop
                   1                    3                   -3

                Step           Sweep mode            Frequency
                 0.1                    3                 1000

            AC level                Abort          After abort
-5.9592e-01 6.5564e+08 1.0031e+07 3.4994e-02 1.0000e+03
-4.9600e-01 7.4119e+08 9.9837e+06 3.4994e-02 1.0000e+03
-3.9557e-01 6.1130e+08 9.8971e+06 3.4994e-02 1.0000e+03
-2.9582e-01 5.4392e+08 9.9262e+06 3.4995e-02 1.0000e+03
-1.9521e-01 6.0288e+08 9.8510e+06 3.4996e-02 1.0000e+03
-9.5272e-02 6.9304e+08 9.8431e+06 3.4995e-02 1.0000e+03
4.4880e-03 7.1919e+08 9.7739e+06 3.4995e-02 1.0000e+03
1.0396e-01 7.6094e+08 9.7801e+06 3.4996e-02 1.0000e+03
2.0368e-01 5.9924e+08 9.6955e+06 3.4994e-02 1.0000e+03
3.0422e-01 6.7062e+08 9.6727e+06 3.4995e-02 1.0000e+03
4.0401e-01 4.6893e+08 9.6310e+06 3.4997e-02 1.0000e+03
5.0470e-01 4.2744e+08 9.5991e+06 3.4995e-02 1.0000e+03
6.0442e-01 5.8729e+08 9.5220e+06 3.4995e-02 1.0000e+03
7.0430e-01 4.3415e+08 9.4633e+06 3.4995e-02 1.0000e+03
8.0484e-01 4.2044e+08 9.4634e+06 3.4993e-02 1.0000e+03
9.0461e-01 4.0897e+08 9.3597e+06 3.4995e-02 1.0000e+03
1.0053e+00 4.4657e+08 9.2785e+06 3.4994e-02 1.0000e+03
1.1050e+00 4.1212e+08 9.2243e+06 3.4994e-02 1.0000e+03
1.2046e+00 4.1464e+08 9.1727e+06 3.4994e-02 1.0000e+03
1.3053e+00 3.6665e+08 9.0929e+06 3.4995e-02 1.0000e+03
1.4052e+00 3.4643e+08 9.0038e+06 3.4995e-02 1.0000e+03
1.5060e+00 2.9481e+08 9.0091e+06 3.4994e-02 1.0000e+03
1.6057e+00 2.6861e+08 9.0407e+06 3.4995e-02 1.0000e+03
1.7052e+00 2.4683e+08 9.0194e+06 3.4995e-02 1.0000e+03
1.8059e+00 2.3096e+08 9.0216e+06 3.4994e-02 1.0000e+03
1.9056e+00 2.2978e+08 9.0609e+06 3.4995e-02 1.0000e+03
2.0064e+00 2.0891e+08 9.1451e+06 3.4993e-02 1.0000e+03
2.1062e+00 1.8409e+08 9.1918e+06 3.4994e-02 1.0000e+03
2.2058e+00 1.6903e+08 9.2045e+06 3.4994e-02 1.0000e+03
2.3065e+00 1.4300e+08 9.2297e+06 3.4995e-02 1.0000e+03
2.4063e+00 1.1464e+08 9.3144e+06 3.4995e-02 1.0000e+03
2.5069e+00 9.5461e+07 9.2658e+06 3.4994e-02 1.0000e+03
2.6066e+00 7.0315e+07 9.3001e+06 3.4995e-02 1.0000e+03
2.7063e+00 5.2263e+07 9.3051e+06 3.4994e-02 1.0000e+03
2.8071e+00 3.6987e+07 9.2844e+06 3.4994e-02 1.0000e+03
2.9068e+00 2.7122e+07 9.2891e+06 3.4994e-02 1.0000e+03
3.0076e+00 1.8831e+07 9.2986e+06 3.4994e-02 1.0000e+03




