  Measurement Number     Measurement type
4.6135e-09 4.4236e-09 -2.6779e-09 -2.3851e-09
4.6126e-09 4.4296e-09 -2.6742e-09 -2.3949e-09
4.6108e-09 4.4131e-09 -2.6772e-09 -2.393e-09
4.6187e-09 4.4228e-09 -2.682e-09 -2.3888e-09
4.6116e-09 4.4279e-09 -2.6873e-09 -2.3922e-09
4.6038e-09 4.4058e-09 -2.6743e-09 -2.3918e-09
4.6171e-09 4.4291e-09 -2.6858e-09 -2.3866e-09
4.6347e-09 4.4171e-09 -2.6788e-09 -2.3945e-09
4.6118e-09 4.4326e-09 -2.6828e-09 -2.387e-09
4.6232e-09 4.4324e-09 -2.6973e-09 -2.429e-09
4.6249e-09 4.4237e-09 -2.7007e-09 -2.4117e-09
 4.626e-09 4.4288e-09 -2.6956e-09 -2.4166e-09
4.6213e-09  4.424e-09 -2.6831e-09 -2.4138e-09
4.6402e-09 4.4473e-09 -2.7125e-09 -2.4161e-09
4.6328e-09 4.4263e-09 -2.6802e-09 -2.3823e-09
4.6255e-09 4.4356e-09 -2.6928e-09 -2.4252e-09
4.6153e-09 4.4269e-09 -2.701e-09 -2.4406e-09
4.6196e-09 4.4456e-09 -2.7004e-09 -2.413e-09
 4.633e-09 4.4403e-09 -2.7039e-09 -2.4258e-09
 4.636e-09 4.4548e-09 -2.7073e-09 -2.4166e-09
4.6347e-09 4.4519e-09 -2.7217e-09 -2.4392e-09
 4.637e-09 4.4407e-09 -2.7185e-09 -2.4176e-09
 4.639e-09 4.4446e-09 -2.7015e-09 -2.409e-09
4.6393e-09 4.4283e-09 -2.7088e-09 -2.4392e-09
4.6317e-09 4.4475e-09 -2.693e-09 -2.4157e-09
4.6194e-09 4.4451e-09 -2.6683e-09 -2.3984e-09
 4.623e-09 4.4241e-09 -2.6893e-09 -2.3963e-09
4.6181e-09  4.438e-09 -2.6851e-09 -2.3993e-09
4.6269e-09 4.4425e-09 -2.707e-09 -2.4235e-09
4.6217e-09 4.4494e-09 -2.7065e-09 -2.4086e-09
4.6173e-09  4.441e-09 -2.694e-09 -2.4189e-09
4.6205e-09 4.4271e-09 -2.7136e-09 -2.4383e-09
4.6234e-09 4.4288e-09 -2.7031e-09 -2.4219e-09
4.6336e-09 4.4504e-09 -2.7152e-09 -2.4109e-09
4.6498e-09 4.4614e-09 -2.7143e-09 -2.4224e-09
4.6543e-09 4.4523e-09 -2.6988e-09 -2.4164e-09
 4.642e-09 4.4338e-09 -2.6984e-09 -2.4215e-09
 4.634e-09 4.4424e-09 -2.7146e-09 -2.4234e-09
4.6399e-09 4.4283e-09 -2.7039e-09 -2.403e-09
4.6169e-09 4.4258e-09 -2.7097e-09 -2.426e-09
4.6362e-09 4.4451e-09 -2.7078e-09 -2.443e-09
4.6364e-09  4.443e-09 -2.7229e-09 -2.4476e-09
4.6201e-09 4.4421e-09 -2.7079e-09 -2.4502e-09
4.6444e-09 4.4409e-09 -2.7103e-09 -2.4075e-09
4.6281e-09 4.4388e-09 -2.702e-09 -2.4196e-09
4.6292e-09 4.4184e-09 -2.7003e-09 -2.4031e-09
 4.614e-09 4.4148e-09 -2.6994e-09 -2.4117e-09
4.6357e-09 4.4255e-09 -2.6832e-09 -2.418e-09
4.6108e-09 4.4332e-09 -2.687e-09 -2.4157e-09
4.6126e-09 4.4149e-09 -2.6611e-09 -2.4074e-09
4.6155e-09 4.4138e-09 -2.6852e-09 -2.4193e-09
4.6131e-09 4.4314e-09 -2.7119e-09 -2.4305e-09
4.6285e-09 4.4105e-09 -2.6962e-09 -2.4051e-09
4.6359e-09 4.4272e-09 -2.6716e-09  -2.39e-09
4.6106e-09 4.4108e-09 -2.6836e-09 -2.3874e-09
4.6233e-09  4.416e-09 -2.684e-09 -2.4164e-09
4.6287e-09 4.4448e-09 -2.6873e-09 -2.3984e-09
4.6424e-09 4.4088e-09 -2.6971e-09 -2.3908e-09
4.6228e-09 4.4277e-09 -2.702e-09 -2.4085e-09
4.6155e-09 4.4351e-09 -2.6862e-09 -2.4157e-09
4.6219e-09 4.4174e-09 -2.6754e-09 -2.4026e-09
4.6116e-09 4.4233e-09 -2.6782e-09 -2.4005e-09
4.6133e-09 4.4255e-09 -2.6583e-09 -2.3882e-09
4.5962e-09 4.4031e-09 -2.6582e-09 -2.356e-09
4.5835e-09 4.3916e-09 -2.6616e-09 -2.3819e-09
4.6029e-09 4.3992e-09 -2.6723e-09 -2.3799e-09
4.6048e-09 4.4111e-09 -2.6221e-09 -2.3508e-09
4.5997e-09  4.394e-09 -2.6586e-09 -2.3685e-09
4.5898e-09  4.393e-09 -2.6309e-09 -2.3525e-09
4.5748e-09 4.3989e-09 -2.6638e-09 -2.3675e-09
 4.592e-09 4.4041e-09 -2.6704e-09 -2.3684e-09
4.5976e-09 4.3866e-09 -2.6438e-09 -2.3501e-09
4.5836e-09 4.4022e-09 -2.6562e-09 -2.3675e-09
4.6129e-09 4.4053e-09 -2.6716e-09 -2.3692e-09
4.6137e-09 4.4158e-09 -2.6635e-09 -2.3551e-09
4.5987e-09 4.4175e-09 -2.692e-09 -2.3773e-09
4.5987e-09  4.422e-09 -2.7072e-09 -2.4177e-09
4.6184e-09 4.4388e-09 -2.6785e-09 -2.4012e-09
4.6112e-09 4.4064e-09 -2.7105e-09 -2.414e-09
 4.626e-09 4.4184e-09 -2.6962e-09 -2.4312e-09
4.6241e-09 4.4211e-09 -2.6876e-09 -2.4079e-09
 4.603e-09 4.4234e-09 -2.7069e-09 -2.4001e-09
4.6213e-09 4.4269e-09 -2.6774e-09 -2.3914e-09
4.6166e-09 4.4152e-09 -2.6803e-09 -2.3873e-09
4.6016e-09 4.4012e-09 -2.6599e-09 -2.3835e-09
4.6076e-09  4.412e-09 -2.6862e-09 -2.379e-09
4.5982e-09 4.4188e-09 -2.6692e-09 -2.3716e-09
4.6167e-09 4.4096e-09 -2.6493e-09 -2.3752e-09
4.6027e-09 4.3987e-09 -2.6317e-09 -2.3525e-09
4.6131e-09 4.4113e-09 -2.6316e-09 -2.356e-09
4.6018e-09 4.4087e-09 -2.6806e-09 -2.403e-09
4.6123e-09 4.4054e-09 -2.6552e-09 -2.3795e-09
 4.606e-09 4.4178e-09 -2.6648e-09 -2.3754e-09
4.5887e-09 4.4067e-09 -2.6875e-09 -2.3867e-09
 4.596e-09 4.4162e-09 -2.6478e-09 -2.3763e-09
4.6082e-09 4.4112e-09 -2.6531e-09 -2.384e-09
 4.596e-09 4.3974e-09 -2.6457e-09 -2.3632e-09
 4.608e-09 4.4237e-09 -2.6428e-09 -2.3718e-09
4.6152e-09 4.4223e-09 -2.665e-09 -2.3775e-09
4.6173e-09 4.4067e-09 -2.6331e-09 -2.3684e-09
4.6116e-09 4.4178e-09 -2.6633e-09 -2.3663e-09
4.6032e-09 4.4258e-09 -2.6676e-09 -2.3603e-09
4.6229e-09 4.4207e-09 -2.687e-09 -2.383e-09
 4.638e-09 4.4242e-09 -2.6542e-09 -2.3511e-09
4.6033e-09 4.4207e-09 -2.6827e-09 -2.3742e-09
4.6078e-09 4.4242e-09 -2.6831e-09 -2.3789e-09
4.6105e-09 4.4219e-09 -2.676e-09 -2.3994e-09
4.5994e-09  4.414e-09 -2.6379e-09 -2.3778e-09
4.5965e-09 4.4046e-09 -2.651e-09 -2.3686e-09
4.5827e-09 4.3915e-09 -2.6614e-09 -2.3654e-09
 4.597e-09 4.3953e-09 -2.6681e-09 -2.3891e-09
 4.607e-09 4.4007e-09 -2.6761e-09 -2.3941e-09
4.5927e-09 4.3754e-09 -2.6625e-09  -2.37e-09
 4.602e-09 4.3968e-09 -2.6686e-09 -2.3801e-09
4.5976e-09 4.3929e-09 -2.6746e-09 -2.3878e-09
4.5832e-09 4.4152e-09 -2.7032e-09 -2.4223e-09
4.5915e-09 4.3836e-09 -2.678e-09 -2.4101e-09
4.5924e-09 4.3998e-09 -2.6997e-09 -2.4152e-09
4.5906e-09  4.392e-09 -2.6886e-09 -2.423e-09
4.5848e-09 4.4142e-09 -2.6905e-09 -2.4156e-09
4.6008e-09 4.4034e-09 -2.6926e-09 -2.4354e-09
4.5919e-09 4.3902e-09 -2.6707e-09 -2.3758e-09
4.5798e-09 4.4035e-09 -2.6675e-09 -2.3926e-09
4.5829e-09 4.3847e-09 -2.6575e-09 -2.3697e-09
4.5767e-09  4.396e-09 -2.661e-09 -2.3702e-09
4.5897e-09 4.3894e-09 -2.6392e-09 -2.3699e-09
 4.582e-09 4.3966e-09 -2.6531e-09 -2.3701e-09
4.6021e-09 4.3928e-09 -2.6748e-09 -2.3935e-09
4.5916e-09 4.4164e-09 -2.6672e-09 -2.384e-09
4.5858e-09 4.3973e-09 -2.6666e-09 -2.3836e-09
4.6073e-09 4.3897e-09 -2.6502e-09 -2.3671e-09
4.5939e-09 4.4005e-09 -2.6546e-09 -2.3756e-09
4.5907e-09 4.4049e-09 -2.6544e-09 -2.3717e-09
4.5874e-09 4.4032e-09 -2.6628e-09 -2.3791e-09
4.6038e-09  4.398e-09 -2.6571e-09 -2.3947e-09
4.5882e-09 4.3961e-09 -2.6789e-09   -2.4e-09
4.5964e-09 4.3997e-09 -2.6565e-09 -2.3398e-09
4.5814e-09 4.4037e-09 -2.6851e-09 -2.3691e-09
4.6063e-09 4.4081e-09 -2.6679e-09 -2.3896e-09
4.6129e-09 4.4149e-09 -2.6727e-09 -2.3819e-09
4.5873e-09 4.4055e-09 -2.6703e-09 -2.3709e-09
4.6013e-09 4.4097e-09 -2.6558e-09 -2.3711e-09
4.5957e-09  4.386e-09 -2.6645e-09 -2.379e-09
4.5931e-09 4.3956e-09 -2.6541e-09 -2.371e-09
4.6043e-09 4.4211e-09 -2.6684e-09 -2.382e-09
4.5917e-09 4.4007e-09 -2.6652e-09 -2.3817e-09
4.6048e-09 4.4013e-09 -2.6613e-09 -2.4008e-09
4.5939e-09 4.4054e-09 -2.6689e-09 -2.3725e-09
4.5888e-09 4.4141e-09 -2.6632e-09 -2.358e-09
4.5882e-09 4.4108e-09 -2.6655e-09 -2.3572e-09
4.5955e-09 4.3845e-09 -2.623e-09 -2.3407e-09
4.5804e-09 4.3949e-09 -2.6463e-09 -2.3603e-09
  4.58e-09 4.4121e-09 -2.6681e-09 -2.3613e-09
4.5833e-09 4.3974e-09 -2.6471e-09 -2.364e-09
4.5915e-09 4.3909e-09 -2.6308e-09 -2.3514e-09
4.6043e-09 4.3971e-09 -2.643e-09 -2.3614e-09
4.5925e-09 4.3945e-09 -2.6421e-09 -2.3545e-09
4.5925e-09 4.3947e-09 -2.6492e-09 -2.3628e-09
 4.602e-09 4.4079e-09 -2.6748e-09 -2.3845e-09
4.5826e-09 4.4034e-09 -2.6502e-09 -2.366e-09
4.5825e-09 4.4125e-09 -2.6676e-09 -2.3822e-09
4.5978e-09 4.4142e-09 -2.6648e-09 -2.3711e-09
4.6021e-09 4.4198e-09 -2.6801e-09 -2.394e-09
4.6049e-09 4.4045e-09 -2.684e-09 -2.4004e-09
4.6138e-09 4.4058e-09 -2.6843e-09 -2.3933e-09
4.6077e-09 4.4239e-09 -2.666e-09 -2.3769e-09
 4.614e-09 4.4103e-09 -2.692e-09 -2.3962e-09
4.6061e-09 4.4163e-09 -2.6889e-09 -2.4093e-09
4.5972e-09  4.394e-09 -2.6756e-09 -2.3939e-09
4.5977e-09 4.4048e-09 -2.6754e-09 -2.3995e-09
 4.604e-09 4.3938e-09 -2.6542e-09 -2.3939e-09
4.6046e-09 4.4235e-09 -2.6585e-09 -2.374e-09
4.5951e-09 4.4109e-09 -2.6784e-09 -2.3957e-09
4.6073e-09 4.4125e-09 -2.6934e-09 -2.4088e-09
 4.629e-09 4.4218e-09 -2.7076e-09 -2.3906e-09
4.5986e-09  4.422e-09 -2.7096e-09 -2.4255e-09
4.6002e-09 4.4323e-09 -2.6941e-09 -2.4022e-09
 4.597e-09 4.4025e-09 -2.722e-09 -2.4083e-09
4.6034e-09 4.4185e-09 -2.7142e-09 -2.447e-09
4.6088e-09   4.41e-09 -2.6919e-09 -2.4279e-09
4.6027e-09 4.4073e-09 -2.6985e-09 -2.4084e-09
4.6005e-09 4.3935e-09 -2.6974e-09 -2.4145e-09
4.5924e-09 4.4115e-09 -2.702e-09 -2.4149e-09
 4.608e-09 4.4078e-09 -2.711e-09 -2.4033e-09
4.6028e-09  4.406e-09   -2.7e-09 -2.4048e-09
4.5858e-09 4.4017e-09 -2.683e-09 -2.4055e-09
4.5764e-09 4.4001e-09 -2.6939e-09 -2.3756e-09
4.5856e-09 4.3945e-09 -2.6701e-09 -2.3663e-09
4.5782e-09 4.4054e-09 -2.6646e-09 -2.361e-09
4.5745e-09 4.4096e-09 -2.6837e-09 -2.402e-09
4.6093e-09 4.4054e-09 -2.6898e-09 -2.398e-09
  4.61e-09 4.4245e-09 -2.6706e-09 -2.3854e-09
4.5907e-09 4.3981e-09 -2.6673e-09 -2.4024e-09
4.5837e-09 4.4023e-09 -2.6912e-09 -2.4121e-09
4.5932e-09 4.4058e-09 -2.6918e-09 -2.4192e-09
4.6097e-09 4.4257e-09 -2.6829e-09 -2.3968e-09
 4.604e-09 4.4033e-09 -2.6747e-09 -2.387e-09
4.5914e-09 4.3914e-09 -2.6837e-09 -2.3777e-09
4.5958e-09 4.3981e-09 -2.6628e-09 -2.3898e-09
4.6128e-09 4.4084e-09 -2.6583e-09 -2.3836e-09
4.5943e-09 4.3975e-09 -2.6922e-09 -2.3776e-09
4.5969e-09 4.4143e-09 -2.6508e-09 -2.3794e-09
4.6144e-09 4.4037e-09 -2.6533e-09 -2.3552e-09
4.6171e-09  4.413e-09 -2.6667e-09 -2.3596e-09
4.6034e-09 4.4039e-09 -2.6569e-09 -2.3798e-09
4.6117e-09 4.4241e-09 -2.6514e-09 -2.3865e-09
4.6021e-09 4.4217e-09 -2.6501e-09 -2.3525e-09
4.6061e-09 4.4038e-09 -2.6413e-09 -2.3573e-09
4.6008e-09 4.4144e-09 -2.6568e-09 -2.3587e-09
4.5905e-09 4.4123e-09 -2.6553e-09 -2.3531e-09
4.6051e-09 4.4174e-09 -2.6726e-09 -2.3852e-09
4.5996e-09 4.3951e-09 -2.6538e-09 -2.3594e-09
4.5876e-09 4.3926e-09 -2.6608e-09 -2.3784e-09
4.5924e-09  4.392e-09 -2.6353e-09 -2.3752e-09
4.5791e-09 4.3927e-09 -2.6297e-09 -2.3389e-09
4.5946e-09 4.3852e-09 -2.645e-09 -2.3651e-09
4.6045e-09 4.3979e-09 -2.6581e-09 -2.3636e-09
4.6135e-09 4.4208e-09 -2.6825e-09 -2.3753e-09
4.6103e-09 4.4132e-09 -2.6563e-09 -2.3737e-09
4.6089e-09 4.4136e-09 -2.6769e-09 -2.3748e-09
4.6268e-09 4.4136e-09 -2.6582e-09 -2.3787e-09
4.6041e-09 4.4207e-09 -2.6651e-09 -2.3916e-09
4.6261e-09  4.417e-09 -2.6569e-09 -2.366e-09
4.6217e-09 4.4195e-09 -2.6527e-09 -2.3749e-09
4.6225e-09 4.4354e-09 -2.6763e-09 -2.4058e-09
4.6139e-09 4.4164e-09 -2.6745e-09 -2.3964e-09
4.6084e-09 4.4219e-09 -2.6719e-09 -2.3863e-09
4.6222e-09 4.4198e-09 -2.6783e-09 -2.3829e-09
 4.625e-09 4.4259e-09 -2.6878e-09 -2.4045e-09
4.6364e-09 4.4349e-09 -2.684e-09 -2.4136e-09
4.6216e-09 4.4088e-09 -2.6597e-09 -2.3734e-09
4.6111e-09 4.4192e-09 -2.6603e-09 -2.3816e-09
4.6178e-09 4.4214e-09 -2.6801e-09 -2.3872e-09
4.6095e-09 4.4224e-09 -2.6688e-09 -2.3822e-09
4.5978e-09 4.4137e-09 -2.6917e-09 -2.3886e-09
 4.616e-09  4.427e-09 -2.6651e-09 -2.3897e-09
4.6283e-09 4.4033e-09 -2.643e-09 -2.3753e-09
4.6015e-09 4.4147e-09 -2.6867e-09 -2.3836e-09
 4.597e-09 4.4293e-09 -2.697e-09 -2.4218e-09
4.6199e-09 4.4206e-09 -2.6865e-09 -2.3922e-09
4.6076e-09 4.4112e-09 -2.6673e-09 -2.3797e-09
4.6178e-09 4.4008e-09 -2.6555e-09 -2.379e-09
4.6016e-09 4.4046e-09 -2.6512e-09 -2.3774e-09
4.6064e-09 4.4237e-09 -2.6779e-09 -2.3945e-09
4.6044e-09 4.4079e-09 -2.6658e-09 -2.374e-09
4.5906e-09 4.4033e-09 -2.6613e-09 -2.3829e-09
4.6042e-09 4.4118e-09 -2.6735e-09 -2.3945e-09
4.6104e-09 4.4124e-09 -2.6723e-09 -2.3954e-09
4.5931e-09 4.4041e-09 -2.6599e-09 -2.3819e-09
4.6068e-09 4.4082e-09 -2.6918e-09 -2.4019e-09
4.6149e-09 4.4044e-09 -2.6587e-09 -2.3564e-09
4.6021e-09 4.4065e-09 -2.6477e-09 -2.3788e-09
4.6058e-09  4.414e-09 -2.6688e-09 -2.365e-09
 4.612e-09 4.4123e-09 -2.6845e-09 -2.4005e-09
4.6162e-09 4.4342e-09 -2.6757e-09 -2.4066e-09
 4.609e-09 4.4008e-09 -2.6656e-09 -2.3825e-09
4.5937e-09 4.3987e-09 -2.6713e-09 -2.3867e-09
4.6074e-09 4.4048e-09 -2.6547e-09 -2.3942e-09
4.5968e-09 4.4025e-09 -2.6795e-09 -2.3809e-09
4.5883e-09 4.4025e-09 -2.6632e-09 -2.3813e-09
4.6078e-09 4.4178e-09 -2.6746e-09 -2.3843e-09
4.6232e-09 4.4095e-09 -2.6783e-09 -2.3871e-09
4.6196e-09 4.4055e-09 -2.6848e-09 -2.4013e-09
 4.602e-09 4.4172e-09 -2.6719e-09 -2.3849e-09
4.5996e-09 4.4118e-09 -2.6644e-09 -2.3915e-09
4.5924e-09 4.3807e-09 -2.6709e-09 -2.3733e-09
4.5852e-09 4.3945e-09 -2.6717e-09 -2.3967e-09
4.5894e-09 4.3952e-09 -2.6452e-09 -2.3753e-09
4.5955e-09 4.4003e-09 -2.6781e-09 -2.3732e-09
4.5942e-09 4.3903e-09 -2.6614e-09 -2.3828e-09
4.5889e-09 4.4029e-09 -2.6631e-09 -2.3866e-09
4.5871e-09 4.4076e-09 -2.6547e-09 -2.3562e-09
4.5992e-09 4.4111e-09 -2.6314e-09 -2.3523e-09
4.5924e-09 4.3884e-09 -2.6581e-09 -2.3693e-09
4.6008e-09 4.3903e-09 -2.6685e-09 -2.3887e-09
4.5931e-09 4.3861e-09 -2.6671e-09 -2.3879e-09
4.5968e-09 4.3953e-09 -2.6455e-09 -2.3634e-09
4.5892e-09 4.4074e-09 -2.6524e-09 -2.3728e-09
4.5879e-09 4.4061e-09 -2.6493e-09 -2.3424e-09
4.6061e-09 4.3943e-09 -2.6422e-09 -2.3731e-09
4.5821e-09 4.4036e-09 -2.6532e-09 -2.3756e-09
4.5819e-09 4.4039e-09 -2.6712e-09 -2.3669e-09
4.5977e-09 4.4076e-09 -2.6268e-09 -2.3528e-09
4.6028e-09 4.4121e-09 -2.6549e-09 -2.3549e-09
 4.595e-09 4.4042e-09 -2.6562e-09 -2.3518e-09
 4.587e-09 4.4128e-09 -2.6639e-09 -2.3715e-09
4.6044e-09 4.3918e-09 -2.6758e-09 -2.3697e-09
4.5816e-09 4.4044e-09 -2.6652e-09 -2.3655e-09
4.5875e-09 4.4051e-09 -2.663e-09 -2.3728e-09
4.5973e-09 4.4075e-09 -2.6561e-09  -2.39e-09
4.5958e-09 4.3994e-09 -2.6522e-09 -2.3571e-09
4.5888e-09  4.386e-09 -2.6437e-09 -2.3621e-09
4.5991e-09   4.39e-09 -2.6414e-09 -2.3678e-09
4.6084e-09 4.3929e-09 -2.6583e-09 -2.3789e-09
4.5966e-09  4.403e-09  -2.66e-09 -2.3725e-09
4.6015e-09 4.3996e-09 -2.6662e-09 -2.3749e-09
4.5995e-09 4.4094e-09 -2.6568e-09 -2.3853e-09
4.5843e-09 4.4143e-09 -2.632e-09 -2.3663e-09
4.5891e-09 4.3977e-09 -2.6541e-09 -2.3538e-09
 4.592e-09 4.3911e-09 -2.6459e-09 -2.3673e-09
4.6055e-09  4.428e-09 -2.6798e-09 -2.383e-09
4.6022e-09 4.4083e-09 -2.6573e-09 -2.3582e-09
4.6037e-09 4.3967e-09 -2.6664e-09 -2.3735e-09
4.6087e-09  4.407e-09 -2.6501e-09  -2.35e-09
4.5986e-09  4.396e-09 -2.6409e-09 -2.3399e-09
4.5938e-09 4.3952e-09 -2.6427e-09 -2.3511e-09
4.5931e-09 4.3988e-09 -2.6341e-09 -2.3433e-09
4.5895e-09 4.3996e-09 -2.6316e-09 -2.3446e-09
4.5909e-09 4.3996e-09 -2.6344e-09 -2.3148e-09
4.5812e-09  4.406e-09 -2.6568e-09 -2.3791e-09
4.6076e-09 4.3907e-09 -2.6442e-09 -2.3576e-09
4.6021e-09  4.401e-09 -2.6503e-09 -2.3769e-09
4.5973e-09 4.3954e-09 -2.6473e-09 -2.3596e-09
4.5814e-09  4.394e-09 -2.6405e-09 -2.3555e-09
4.6011e-09 4.3793e-09 -2.642e-09 -2.3544e-09
4.5899e-09 4.3978e-09 -2.657e-09 -2.3645e-09
4.5842e-09 4.4095e-09 -2.6533e-09 -2.3782e-09
4.5843e-09  4.402e-09 -2.6843e-09 -2.3698e-09
4.5848e-09 4.3981e-09 -2.6704e-09 -2.3481e-09
4.5909e-09    4.4e-09 -2.6247e-09 -2.3585e-09
4.5839e-09  4.418e-09 -2.6691e-09 -2.3809e-09
 4.593e-09 4.3985e-09 -2.6374e-09 -2.3537e-09
4.5957e-09 4.3933e-09 -2.6455e-09 -2.3602e-09
4.5992e-09 4.4001e-09 -2.6511e-09 -2.3681e-09
4.5991e-09 4.4039e-09 -2.6476e-09 -2.3519e-09
4.5889e-09 4.4012e-09 -2.6773e-09 -2.3883e-09
 4.602e-09 4.3937e-09 -2.6259e-09 -2.3471e-09
 4.577e-09 4.3946e-09 -2.6572e-09 -2.3693e-09
4.5986e-09 4.3874e-09 -2.6296e-09 -2.3538e-09
4.5761e-09  4.385e-09 -2.663e-09 -2.3729e-09
4.5812e-09 4.3944e-09 -2.6573e-09 -2.3712e-09
4.5765e-09 4.3778e-09 -2.6367e-09 -2.3616e-09
4.5681e-09  4.386e-09 -2.6615e-09 -2.3812e-09
4.5944e-09 4.3995e-09 -2.6632e-09 -2.3663e-09
 4.574e-09 4.4029e-09 -2.6358e-09 -2.3788e-09
4.5862e-09 4.3994e-09 -2.663e-09 -2.3845e-09
4.5872e-09 4.3935e-09 -2.6701e-09 -2.3706e-09
4.5735e-09 4.3714e-09 -2.6483e-09 -2.3608e-09
4.5909e-09 4.4039e-09 -2.6637e-09 -2.4053e-09
4.5978e-09 4.3764e-09 -2.6273e-09 -2.3571e-09
4.5857e-09 4.3747e-09 -2.6518e-09 -2.3467e-09
4.5922e-09 4.3789e-09 -2.6468e-09 -2.3667e-09
4.5842e-09   4.38e-09 -2.6509e-09 -2.3614e-09
4.5666e-09 4.3873e-09 -2.6533e-09 -2.3815e-09
4.5783e-09  4.398e-09 -2.6477e-09 -2.3808e-09
4.5824e-09 4.4103e-09 -2.6533e-09 -2.3831e-09
